DATAFLOW,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_GIND(1.0),A,AVG,AD,1986,45785,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,1987,47714,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,1988,49490,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,1989,50708,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,1990,52697,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,1991,56778,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,1992,60324,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,1993,63413,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,1994,64769,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,1995,64085,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,1996,64169,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,1997,64893,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,1998,65592,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,1999,65924,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2000,65908,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2001,66089,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2002,66747,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2003,69740,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2004,74598,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2005,77712,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2006,79886,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2007,82180,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2008,83811,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2009,84283,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2010,84549,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2011,78115,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2012,77181,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2016,72419,e
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2018,75486,
ESTAT:DEMO_GIND(1.0),A,AVG,AD,2019,76860,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1960,1608800,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1961,1659800,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1962,1711319,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1963,1762621,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1964,1814135,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1965,1864791,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1966,1914573,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1967,1965598,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1968,2022272,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1969,2081695,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1970,2135479,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1971,2187853,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1972,2243126,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1973,2296752,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1974,2350124,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1975,2404831,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1976,2458526,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1977,2513546,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1978,2566266,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1979,2617832,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1980,2671997,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1981,2726056,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1982,2784278,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1983,2843960,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1984,2904429,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1985,2964762,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1986,3022635,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1987,3083605,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1988,3142336,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1989,3211964,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1990,3266790,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1991,3247039,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1992,3227287,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1993,3207536,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1994,3187784,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1995,3168033,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1996,3148281,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1997,3128530,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1998,3108778,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,1999,3089027,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2000,3060173,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2001,3060169,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2002,3051006,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2003,3039612,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2004,3026933,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2005,3011482,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2006,2992542,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2007,2970011,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2008,2947311,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2009,2927515,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2010,2913018,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2011,2905185,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2012,2900389,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2013,2895082,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2014,2889095,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2015,2880694,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2016,2876092,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2017,2873458,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2018,2866376,
ESTAT:DEMO_GIND(1.0),A,AVG,AL,2019,2854191,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,1996,3247400,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,1997,3242100,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,1998,3235150,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,1999,3229500,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2000,3221100,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2001,3214100,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2002,3211600,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2003,3211250,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2004,3214000,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2005,3217517,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2006,3221094,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2007,3226520,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2008,3234031,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2009,3243729,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2010,3256066,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2011,3268468,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2015,3004588,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2016,2992364,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2017,2979442,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2018,2969001,
ESTAT:DEMO_GIND(1.0),A,AVG,AM,2019,2962482,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1960,7047539,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1961,7086299,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1962,7129864,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1963,7175811,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1964,7223801,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1965,7270889,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1966,7322066,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1967,7376998,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1968,7415403,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1969,7441055,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1970,7467086,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1971,7500482,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1972,7544201,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1973,7586115,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1974,7599038,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1975,7578903,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1976,7565525,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1977,7568430,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1978,7562305,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1979,7549425,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1980,7549433,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1981,7568710,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1982,7574140,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1983,7561910,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1984,7561434,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1985,7564985,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1986,7569794,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1987,7574586,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1988,7585317,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1989,7619567,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1990,7677850,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1991,7754891,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1992,7840709,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1993,7905633,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1994,7936118,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1995,7948278,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1996,7959017,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1997,7968041,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1998,7976789,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,1999,7992324,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2000,8011566,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2001,8042293,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2002,8081957,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2003,8121423,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2004,8171966,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2005,8227829,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2006,8268641,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2007,8295487,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2008,8321496,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2009,8343323,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2010,8363404,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2011,8391643,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2012,8429991,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2013,8479823,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2014,8546356,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2015,8642699,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2016,8736668,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2017,8797566,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2018,8840521,
ESTAT:DEMO_GIND(1.0),A,AVG,AT,2019,8879920,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,1996,7763000,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,1997,7838250,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,1998,7913000,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,1999,7982750,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2000,8048600,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2001,8111200,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2002,8171950,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2003,8234100,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2004,8306500,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2005,8391850,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2006,8484550,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2007,8581300,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2008,8763400,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2009,8947243,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2010,9054332,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2011,9173082,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2012,9295784,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2013,9416801,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2014,9535079,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2015,9649341,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2016,9757812,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2017,9854033,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2018,9939771,
ESTAT:DEMO_GIND(1.0),A,AVG,AZ,2019,10024283,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1960,3238989,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1961,3297769,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1962,3368020,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1963,3443289,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1964,3516751,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1965,3590488,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1966,3664419,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1967,3734051,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1968,3750866,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1969,3710120,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1970,3708455,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1971,3760174,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1972,3817090,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1973,3871556,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1974,3924346,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1975,3977729,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1976,4032039,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1977,4084725,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1978,4133975,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1979,4147344,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1980,4125486,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1981,4136196,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1982,4180785,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1983,4225977,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1984,4271305,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1985,4315607,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1986,4358448,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1987,4400459,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1988,4441436,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1989,4480351,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1990,4508562,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1991,4452061,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1992,4320300,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1993,4188550,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1994,4056800,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1995,3925050,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1996,3793320,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1997,3638588,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1998,3619377,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,1999,3721051,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2000,3771401,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2001,3801442,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2002,3821758,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2003,3833882,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2004,3839973,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2005,3842591,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2006,3843334,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2007,3843932,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2008,3843922,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2009,3844022,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2010,3843615,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2011,3841224,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2012,3837455,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2013,3833278,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2014,3828123,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2015,3670658,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2016,3512855,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2017,3505012,
ESTAT:DEMO_GIND(1.0),A,AVG,BA,2018,3496157,p
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1960,9153489,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1961,9183948,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1962,9220578,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1963,9289770,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1964,9378113,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1965,9463667,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1966,9527807,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1967,9580991,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1968,9618756,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1969,9646032,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1970,9655549,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1971,9673162,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1972,9711115,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1973,9741720,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1974,9772419,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1975,9800700,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1976,9818227,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1977,9830358,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1978,9839534,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1979,9848382,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1980,9859242,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1981,9858982,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1982,9856303,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1983,9855520,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1984,9855372,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1985,9858308,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1986,9861823,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1987,9870234,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1988,9901664,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1989,9937697,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1990,9967379,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1991,10004486,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1992,10045158,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1993,10084475,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1994,10115603,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1995,10136811,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1996,10156637,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1997,10181245,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1998,10203008,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,1999,10226419,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2000,10251250,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2001,10286570,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2002,10332785,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2003,10376133,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2004,10421137,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2005,10478617,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2006,10547958,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2007,10625700,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2008,10709973,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2009,10796493,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2010,10895586,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2011,11038264,b
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2012,11106932,b
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2013,11159407,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2014,11209057,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2015,11274196,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2016,11331422,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2017,11375158,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2018,11427054,
ESTAT:DEMO_GIND(1.0),A,AVG,BE,2019,11488980,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1960,7867374,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1961,7943118,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1962,8012946,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1963,8078145,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1964,8144340,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1965,8204168,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1966,8258057,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1967,8310226,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1968,8369603,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1969,8434172,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1970,8489574,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1971,8536395,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1972,8576200,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1973,8620967,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1974,8678745,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1975,8720742,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1976,8758599,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1977,8804183,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1978,8814032,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1979,8825940,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1980,8861535,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1981,8891117,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1982,8917457,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1983,8939738,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1984,8960679,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1985,8960547,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1986,8958171,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1987,8971359,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1988,8981446,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1989,8876972,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1990,8718289,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1991,8632367,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1992,8540164,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1993,8472313,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1994,8443591,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1995,8406067,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1996,8362826,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1997,8312068,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1998,8256786,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,1999,8210624,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2000,8170172,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2001,8009142,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2002,7837161,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2003,7775327,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2004,7716860,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2005,7658972,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2006,7601022,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2007,7545338,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2008,7492561,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2009,7444443,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2010,7395599,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2011,7348328,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2012,7305888,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2013,7265115,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2014,7223938,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2015,7177991,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2016,7127822,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2017,7075947,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2018,7025037,
ESTAT:DEMO_GIND(1.0),A,AVG,BG,2019,6975761,
ESTAT:DEMO_GIND(1.0),A,AVG,BY,1996,10159569,
ESTAT:DEMO_GIND(1.0),A,AVG,BY,1997,10117433,
ESTAT:DEMO_GIND(1.0),A,AVG,BY,1998,10069112,
ESTAT:DEMO_GIND(1.0),A,AVG,BY,1999,10032359,
ESTAT:DEMO_GIND(1.0),A,AVG,BY,2000,10004958,
ESTAT:DEMO_GIND(1.0),A,AVG,BY,2001,9970688,
ESTAT:DEMO_GIND(1.0),A,AVG,BY,2002,9924766,
ESTAT:DEMO_GIND(1.0),A,AVG,BY,2003,9873826,
ESTAT:DEMO_GIND(1.0),A,AVG,BY,2004,9824568,
ESTAT:DEMO_GIND(1.0),A,AVG,BY,2005,9775307,
ESTAT:DEMO_GIND(1.0),A,AVG,BY,2006,9732501,
ESTAT:DEMO_GIND(1.0),A,AVG,BY,2007,9702116,
ESTAT:DEMO_GIND(1.0),A,AVG,BY,2008,9680841,
