DATAFLOW,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,1995,5.6,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,1996,5.9,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,1997,6.2,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,1998,6.2,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,1999,5.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2000,5.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2001,5.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2002,5.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2003,6.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2004,10.7,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2005,10.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2006,9.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2007,9.6,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2008,8.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2009,10.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2010,9.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2011,9.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2012,9.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2013,10.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2014,9.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2015,10.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2016,10.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2017,8.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2018,9.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2019,7.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,AT,2020,9.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,1993,22.6,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,1994,24.4,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,1995,24.3,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,1996,24.3,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,1997,24.5,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,1998,23.6,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,1999,23.7,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2000,20.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2001,17.9,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2002,18.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2003,21.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2004,22.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2005,22.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2006,22.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2007,20.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2008,18.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2009,22.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2010,22.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2011,18.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2012,18.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2013,22.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2014,22.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2015,20.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2016,18.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2017,18.0,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2018,15.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2019,12.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BE,2020,15.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2000,32.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2001,37.2,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2002,33.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2003,24.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2004,24.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2005,21.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2006,20.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2007,15.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2008,11.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2009,13.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2010,20.1,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2011,23.6,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2012,26.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2013,25.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2014,23.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2015,22.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2016,16.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2017,12.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2018,11.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2019,8.3,u
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,BG,2020,13.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CH,2010,8.7,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CH,2011,7.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CH,2012,8.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CH,2013,8.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CH,2014,8.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CH,2015,8.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CH,2016,8.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CH,2017,8.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CH,2018,7.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CH,2019,7.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CH,2020,8.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,1997,13.4,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,1998,13.4,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,1999,13.4,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2000,12.8,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2001,9.9,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2002,8.0,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2003,8.9,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2004,11.5,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2005,14.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2006,11.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2007,9.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2008,9.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2009,14.0,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2010,17.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2011,21.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2012,26.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2013,36.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2014,34.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2015,31.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2016,31.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2017,22.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2018,16.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2019,14.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CY,2020,12.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,1998,14.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,1999,18.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2000,17.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2001,17.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2002,17.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2003,18.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2004,19.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2005,19.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2006,18.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2007,11.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2008,9.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2009,16.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2010,18.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2011,18.0,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2012,19.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2013,19.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2014,17.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2015,14.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2016,11.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2017,8.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2018,7.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2019,6.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,CZ,2020,9.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,1993,8.3,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,1994,8.9,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,1995,8.8,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,1996,9.3,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,1997,9.6,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,1998,8.9,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,1999,8.2,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2000,7.7,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2001,7.1,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2002,7.9,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2003,9.0,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2004,11.4,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2005,14.0,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2006,12.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2007,11.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2008,10.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2009,9.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2010,8.8,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2011,7.8,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2012,7.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2013,7.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2014,7.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2015,6.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2016,6.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2017,5.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2018,5.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2019,4.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DE,2020,6.7,bp
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,1993,14.0,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,1994,11.4,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,1995,12.5,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,1996,12.2,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,1997,10.0,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,1998,8.8,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,1999,10.1,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2000,6.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2001,8.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2002,7.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2003,9.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2004,7.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2005,8.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2006,7.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2007,7.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2008,10.4,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2009,11.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2010,13.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2011,14.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2012,14.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2013,13.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2014,12.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2015,11.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2016,10.8,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2017,11.9,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2018,9.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2019,9.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,DK,2020,10.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,1997,25.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,1998,23.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,1999,21.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2000,19.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2001,17.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2002,17.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2003,17.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2004,18.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2005,18.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2006,17.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2007,16.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2008,16.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2009,19.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2010,20.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2011,20.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2012,23.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2013,23.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2014,23.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2015,21.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2016,20.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2017,18.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2018,16.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2019,15.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EA19,2020,17.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,1997,15.3,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,1998,14.0,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,1999,20.8,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2000,23.8,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2001,25.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2002,22.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2003,25.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2004,23.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2005,13.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2006,15.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2007,7.2,u
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2008,11.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2009,21.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2010,29.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2011,20.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2012,18.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2013,19.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2014,10.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2015,12.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2016,10.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2017,10.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2018,11.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2019,11.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EE,2020,18.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,1993,36.1,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,1994,37.0,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,1995,38.3,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,1996,41.0,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,1997,41.3,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,1998,41.1,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,1999,41.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2000,38.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2001,35.6,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2002,34.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2003,36.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2004,35.6,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2005,34.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2006,34.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2007,31.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2008,28.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2009,33.3,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2010,40.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2011,51.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2012,63.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2013,63.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2014,58.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2015,55.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2016,50.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2017,48.2,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2018,43.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2019,37.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EL,2020,39.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,1993,46.8,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,1994,49.4,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,1995,49.0,e
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,1996,48.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,1997,45.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,1998,42.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,1999,36.8,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2000,32.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2001,26.9,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2002,27.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2003,26.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2004,26.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2005,23.4,b
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2006,21.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2007,21.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2008,25.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2009,36.1,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2010,39.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2011,44.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2012,51.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2013,54.6,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2014,52.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2015,48.0,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2016,44.9,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2017,37.4,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2018,33.3,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2019,34.5,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,ES,2020,39.7,
ESTAT:UNE_RT_A(1.0),A,Y15-24,PC_ACT,F,EU15,1997,22.3,
