DATAFLOW,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2004,7.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2005,7.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2006,7.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2007,6.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2008,6.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2009,8.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2010,9.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2011,9.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2012,10.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2013,10.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2014,10.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2015,9.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2016,8.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2017,8.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2018,7.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU15,2019,6.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2000,9.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2001,9.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2002,9.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2003,9.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2004,9.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2005,9.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2006,8.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2007,7.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2008,6.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2009,8.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2010,9.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2011,9.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2012,10.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2013,11.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2014,10.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2015,9.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2016,8.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2017,8.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2018,7.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2019,6.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU27_2020,2020,6.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2000,8.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2001,8.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2002,8.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2003,8.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2004,8.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2005,8.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2006,7.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2007,6.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2008,6.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2009,8.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2010,9.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2011,9.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2012,10.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2013,10.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2014,10.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2015,9.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2016,8.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2017,7.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2018,6.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,EU28,2019,6.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,1996,13.5,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,1997,12.5,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,1998,10.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,1999,9.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2000,8.9,b
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2001,8.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2002,8.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2003,8.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2004,8.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2005,7.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2006,7.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2007,6.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2008,5.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2009,7.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2010,7.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2011,7.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2012,7.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2013,7.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2014,8.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2015,8.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2016,8.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2017,8.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2018,6.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2019,6.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FI,2020,7.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2003,8.2,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2004,8.5,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2005,8.5,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2006,8.4,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2007,7.6,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2008,7.1,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2009,8.6,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2010,8.8,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2011,8.8,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2012,9.4,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2013,9.9,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2014,9.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2015,10.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2016,9.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2017,9.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2018,8.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2019,8.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FR,2020,7.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,1992,9.8,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,1993,11.1,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,1994,11.5,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,1995,11.3,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,1996,11.7,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,1997,11.6,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,1998,11.3,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,1999,10.5,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2000,8.9,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2001,8.0,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2002,7.9,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2003,7.8,b
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2004,8.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2005,8.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2006,8.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2007,7.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2008,6.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2009,8.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2010,8.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2011,8.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2012,9.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2013,9.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2014,9.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2015,9.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2016,9.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2017,8.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2018,8.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2019,7.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,FX,2020,7.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2000,14.9,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2001,15.3,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2002,14.1,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2003,13.6,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2004,13.1,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2005,12.3,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2006,11.0,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2007,9.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2008,8.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2009,8.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2010,11.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2011,13.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2012,15.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2013,16.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2014,16.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2015,15.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2016,12.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2017,10.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2018,8.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2019,6.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HR,2020,7.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,1997,8.5,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,1998,8.0,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,1999,6.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2000,6.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2001,5.5,b
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2002,5.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2003,5.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2004,5.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2005,7.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2006,7.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2007,7.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2008,7.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2009,9.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2010,11.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2011,11.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2012,10.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2013,10.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2014,7.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2015,6.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2016,5.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2017,4.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2018,3.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2019,3.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,HU,2020,4.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,1993,14.9,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,1994,13.6,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,1995,11.6,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,1996,11.1,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,1997,9.5,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,1998,7.3,b
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,1999,5.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2000,4.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2001,3.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2002,4.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2003,4.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2004,4.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2005,4.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2006,4.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2007,4.5,b
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2008,6.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2009,12.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2010,14.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2011,14.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2012,14.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2013,13.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2014,11.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2015,9.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2016,8.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2017,6.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2018,5.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2019,4.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IE,2020,5.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2003,2.9,b
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2004,2.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2005,2.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2006,2.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2007,1.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2008,2.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2009,6.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2010,6.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2011,6.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2012,5.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2013,4.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2014,4.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2015,3.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2016,2.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2017,2.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2018,2.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2019,3.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IS,2020,5.2,b
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,1993,9.0,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,1994,10.0,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,1995,10.6,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,1996,10.9,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,1997,11.1,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,1998,11.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,1999,10.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2000,10.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2001,9.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2002,8.6,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2003,8.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2004,7.6,b
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2005,7.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2006,6.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2007,5.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2008,6.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2009,7.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2010,8.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2011,8.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2012,10.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2013,11.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2014,12.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2015,11.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2016,11.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2017,11.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2018,10.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2019,9.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,IT,2020,9.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,1997,13.2,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,1998,13.2,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,1999,14.0,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2000,16.1,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2001,17.1,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2002,13.6,b
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2003,12.1,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2004,10.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2005,8.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2006,5.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2007,4.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2008,5.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2009,13.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2010,17.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2011,15.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2012,13.5,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2013,11.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2014,10.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2015,9.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2016,8.0,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2017,7.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2018,6.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2019,6.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LT,2020,8.7,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,1993,2.3,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,1994,3.0,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,1995,2.8,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,1996,2.8,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,1997,2.4,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,1998,2.5,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,1999,2.3,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2000,2.2,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2001,2.0,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2002,2.7,e
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2003,3.6,b
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2004,4.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2005,4.3,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2006,4.4,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2007,3.8,b
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2008,4.9,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2009,4.9,b
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2010,4.2,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2011,4.8,
ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,LU,2012,5.0,
