DATAFLOW,freq,unit,iccs,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IE,1999,81274,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IE,2000,73276,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IE,2001,86633,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IE,2002,106415,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IE,2003,103462,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IE,2004,99244,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IE,2005,102206,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IE,2006,103178,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IS,2000,18584,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IS,2001,18547,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IS,2002,19938,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IS,2003,17515,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IS,2004,16565,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IS,2005,12028,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IS,2006,13483,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IS,2007,13038,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,1993,2259903,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,1994,2173448,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,1995,2267488,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,1996,2422991,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,1997,2440754,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,1998,2425748,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,1999,2373966,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,2000,2205782,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,2001,2163826,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,2002,2231550,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,2003,2456887,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,2004,2417716,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,2005,2579124,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,2006,2771490,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,IT,2007,2933146,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LI,1996,1002,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LI,1997,869,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LI,1998,858,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LI,1999,795,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LI,2000,898,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LI,2001,1086,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LI,2002,1002,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LI,2003,1138,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LI,2004,1043,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LI,2005,1059,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LI,2006,1189,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LI,2007,1075,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,1993,60378,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,1994,58364,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,1995,60819,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,1996,68053,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,1997,75816,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,1998,78149,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,1999,77108,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,2000,82370,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,2001,79265,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,2002,72646,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,2003,79072,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,2004,84136,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,2005,82074,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,2006,75474,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LT,2007,67990,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,1993,28338,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,1994,29166,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,1995,28380,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,1996,27566,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,1997,24355,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,1998,27155,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,1999,26957,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,2000,22816,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,2001,22646,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,2002,26046,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,2003,26163,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,2004,26907,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,2005,25321,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,2006,25913,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LU,2007,28252,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LV,1995,39141,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LV,1996,38205,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LV,1997,36865,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LV,1998,36674,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LV,1999,43969,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LV,2000,50199,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LV,2001,51082,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LV,2002,49329,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LV,2003,51773,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LV,2004,62173,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LV,2005,51435,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LV,2006,62328,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,LV,2007,55620,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,ME,2001,8463,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,ME,2002,8934,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,ME,2003,8613,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,ME,2004,8227,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,ME,2005,9579,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,ME,2006,9564,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,ME,2007,9258,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MK,2000,19814,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MK,2001,17139,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MK,2002,18308,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MK,2003,22547,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MK,2004,22663,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MK,2005,22634,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MK,2006,22024,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MK,2007,26224,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MT,1998,14793,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MT,1999,16031,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MT,2000,17016,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MT,2001,15929,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MT,2002,17023,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MT,2003,17739,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MT,2004,18384,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MT,2005,18580,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MT,2006,16527,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,MT,2007,15005,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,1993,1272500,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,1994,1313600,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,1995,1226700,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,1996,1186512,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,1997,1219935,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,1998,1234900,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,1999,1303446,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,2000,1328909,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,2001,1379454,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,2002,1401871,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,2003,1369271,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,2004,1319482,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,2005,1348285,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,2006,1311770,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NL,2007,1303835,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,1993,230180,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,1994,234941,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,1995,267925,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,1996,271205,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,1997,284695,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,1998,293799,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,1999,291924,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,2000,306526,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,2001,299714,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,2002,319523,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,2003,303824,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,2004,287821,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,2005,275684,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,2006,277016,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,NO,2007,271712,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,1993,852507,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,1994,906157,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,1995,974941,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,1996,897751,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,1997,992373,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,1998,1073042,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,1999,1121545,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,2000,1266910,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,2001,1390089,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,2002,1404229,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,2003,1466643,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,2004,1461217,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,2005,1379962,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,2006,1287918,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PL,2007,1152993,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,1993,307333,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,1994,332228,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,1995,326829,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,1996,322255,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,1997,321644,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,1998,341122,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,1999,362589,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,2000,363294,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,2001,372170,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,2002,391599,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,2003,417383,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,2004,416420,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,2005,392714,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,2006,399563,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,PT,2007,398575,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,1993,219487,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,1994,237004,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,1995,297046,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,1996,321651,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,1997,361061,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,1998,399105,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,1999,363690,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,2000,353745,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,2001,340414,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,2002,312204,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,2003,276841,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,2004,231637,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,2005,208239,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,2006,232659,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RO,2007,281457,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RS,2000,106020,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RS,2001,121672,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RS,2002,95638,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RS,2003,90419,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RS,2004,99866,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RS,2005,102093,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RS,2006,99244,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,RS,2007,104862,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,1993,1191251,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,1994,1112505,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,1995,1145945,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,1996,1175339,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,1997,1196065,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,1998,1181056,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,1999,1194171,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,2000,1214968,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,2001,1189393,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,2002,1234784,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,2003,1255371,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,2004,1248743,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,2005,1241843,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,2006,1224958,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SE,2007,1306324,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,1993,44278,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,1994,43635,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,1995,38178,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,1996,36587,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,1997,37173,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,1998,55259,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,1999,61693,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,2000,67618,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,2001,74794,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,2002,77218,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,2003,76643,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,2004,86568,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,2005,84379,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,2006,90354,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SI,2007,88197,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,1993,146125,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,1994,137713,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,1995,114579,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,1996,99402,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,1997,92395,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,1998,93895,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,1999,94016,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,2000,88817,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,2001,93053,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,2002,107373,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,2003,111893,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,2004,131244,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,2005,123563,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,2006,115152,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,SK,2007,110802,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,1993,30482,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,1994,36593,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,1995,279001,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,1996,344395,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,1997,356677,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,1998,357311,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,1999,338606,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,2000,337079,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,2001,400337,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,2002,438714,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,2003,472153,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,2004,507539,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,2005,667820,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,2006,975118,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,TR,2007,970554,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,1993,5526255,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,1994,5146383,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,1995,5100241,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,1996,5036552,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,1997,4600324,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,1998,5105764,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,1999,5298044,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,2000,5167312,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,2001,5521825,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,2002,5974960,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,2003,6013759,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,2004,5637511,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,2005,5555172,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,2006,5427558,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKC-L,2007,4952277,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,1993,517247,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,1994,500110,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,1995,475697,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,1996,451956,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,1997,420642,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,1998,431551,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,1999,435703,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,2000,423172,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,2001,421093,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,2002,427034,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,2003,406979,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,2004,438121,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,2005,417785,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,2006,419257,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKM,2007,385509,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,1993,66228,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,1994,67886,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,1995,68808,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,1996,68549,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,1997,62222,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,1998,109053,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,1999,119111,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,2000,119912,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,2001,139786,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,2002,142496,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,2003,127953,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,2004,118124,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,2005,123194,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,2006,121144,
ESTAT:CRIM_GEN(1.0),A,NR,TOTAL,UKN,2007,108468,
