freq,sex,wstatus,age,unit,geo\TIME_PERIOD	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,T,POP,Y18-24,PC,IT	17.8 	17.3 	16.8 	15.0 b	14.7 	13.8 	14.0 	14.5 	13.5 	13.1 
