freq,iccs,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 
A,ICCS0101,NR,IT	529 	552 	530 	506 	487 	471 	404 	374 	357 	314 
