freq,age,unit,sex,geo\TIME_PERIOD	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,Y15-74,PC_POP,T,IT	4.6 	5.9 	6.7 	7.1 	6.7 	6.6 	6.4 	6.1 	5.7 	5.1 
